# Decoder data used by THaDecData class
# R. Michaels, March 2002
# Comments start with '#'
#
# Here is where to search for the variables of this class.
# Syntax depends on whether crate/word = "crate" or "word".
# If "crate", we are looking into crates by slot and channel.
# if "word", we are looking at a position relative to a header.
# Hence, either:
# name     "crate"   crate-number    slot    channel
# or:
# name     "word"    crate-number    header  num-to-skip
# For the latter case, if one specifies crate-number = 0, then the
# entire event is searched for 'header' (which in this case must be unique).
# If crate-number > 0, then only that crate is searched.
#
# If this file is not existing, THaDecData will use its own internal DefaultMap().
#

#
# syncclock
syncroc1     word      1    fabc0006   6
syncroc2     word      2    fabc0006   6
syncroc3     word      3    fabc0008   8
syncroc4     word      4    fabc0008   8

# L-HRS, R-HRS, BB & HAND trigger inputs (1877) left arm copy
lt1	crate	4	23	64
lt2	crate	4	23	65
lt3	crate	4	23	66
lt4	crate	4	23	67
lt5	crate	4	23	68
lt6	crate	4	23	69
lt7	crate	4	23	70
lt8	crate	4	23	71
lfastclk	crate	4	23	73
adcgate	crate	4	23	75
l1a_L	crate	4	23	76
strobe	crate	4	23	77
s1or	crate	4	23	78
s2or	crate	4	23	79

edtpl   crate	4	23	74
edtpr   crate	2	11	58

ctimel  crate	4	23	72
ctimer  crate	2	11	56

# Deadtime Calculations
R1start		word	1	0xdeaddead	1
R1stop		word	1	0xdeaddead	2
R2start		word	2	0xdeaddead	1
R2stop		word	2	0xdeaddead	2
R3start		word	3	0xdeaddead	1
R3stop		word	3	0xdeaddead	2
R4start		word	4	0xdeaddead	1
R4stop		word	4	0xdeaddead	2
BBTSstart	word	29	0xdeaddead	1
BBTSstop	word	29	0xdeaddead	2
R10start	word	10	0xdeaddead	1
R10stop		word	10	0xdeaddead	2
5time2		word	5	0xfaaa0001	-1
10time2		word	10	0xfaaa0001	-1

AlexTDC0	crate 2 10 0
AlexTDC1	crate 2 10 1
AlexTDC2	crate 2 10 2

#TDC info for  VDC u1 plane channels. 
u1tdc1	crate	2	7	0
u1tdc2	crate	2	7	1
u1tdc3	crate	2	7	2
u1tdc4	crate	2	7	3
u1tdc5	crate	2	7	4
u1tdc6	crate	2	7	5
u1tdc7	crate	2	7	6
u1tdc8	crate	2	7	7
u1tdc9	crate	2	7	8
u1tdc10	crate	2	7	9
u1tdc11	crate	2	7	10
u1tdc12	crate	2	7	11
u1tdc13	crate	2	7	12
u1tdc14	crate	2	7	13
u1tdc15	crate	2	7	14
u1tdc16	crate	2	7	15
u1tdc17	crate	2	7	16
u1tdc18	crate	2	7	17
u1tdc19	crate	2	7	18
u1tdc20	crate	2	7	19
u1tdc21	crate	2	7	20
u1tdc22	crate	2	7	21
u1tdc23	crate	2	7	22
u1tdc24	crate	2	7	23
u1tdc25	crate	2	7	24
u1tdc26	crate	2	7	25
u1tdc27	crate	2	7	26
u1tdc28	crate	2	7	27
u1tdc29	crate	2	7	28
u1tdc30	crate	2	7	29
u1tdc31	crate	2	7	30
u1tdc32	crate	2	7	31
u1tdc33	crate	2	7	32
u1tdc34	crate	2	7	33
u1tdc35	crate	2	7	34
u1tdc36	crate	2	7	35
u1tdc37	crate	2	7	36
u1tdc38	crate	2	7	37
u1tdc39	crate	2	7	38
u1tdc40	crate	2	7	39
u1tdc41	crate	2	7	40
u1tdc42	crate	2	7	41
u1tdc43	crate	2	7	42
u1tdc44	crate	2	7	43
u1tdc45	crate	2	7	44
u1tdc46	crate	2	7	45
u1tdc47	crate	2	7	46
u1tdc48	crate	2	7	47
u1tdc49	crate	2	7	48
u1tdc50	crate	2	7	49
u1tdc51	crate	2	7	50
u1tdc52	crate	2	7	51
u1tdc53	crate	2	7	52
u1tdc54	crate	2	7	53
u1tdc55	crate	2	7	54
u1tdc56	crate	2	7	55
u1tdc57	crate	2	7	56
u1tdc58	crate	2	7	57
u1tdc59	crate	2	7	58
u1tdc60	crate	2	7	59
u1tdc61	crate	2	7	60
u1tdc62	crate	2	7	61
u1tdc63	crate	2	7	62
u1tdc64	crate	2	7	63
u1tdc65	crate	2	7	64
u1tdc66	crate	2	7	65
u1tdc67	crate	2	7	66
u1tdc68	crate	2	7	67
u1tdc69	crate	2	7	68
u1tdc70	crate	2	7	69
u1tdc71	crate	2	7	70
u1tdc72	crate	2	7	71
u1tdc73	crate	2	7	72
u1tdc74	crate	2	7	73
u1tdc75	crate	2	7	74
u1tdc76	crate	2	7	75
u1tdc77	crate	2	7	76
u1tdc78	crate	2	7	77
u1tdc79	crate	2	7	78
u1tdc80	crate	2	7	79
u1tdc81	crate	2	7	80
u1tdc82	crate	2	7	81
u1tdc83	crate	2	7	82
u1tdc84	crate	2	7	83
u1tdc85	crate	2	7	84
u1tdc86	crate	2	7	85
u1tdc87	crate	2	7	86
u1tdc88	crate	2	7	87
u1tdc89	crate	2	7	88
u1tdc90	crate	2	7	89
u1tdc91	crate	2	7	90
u1tdc92	crate	2	7	91
u1tdc93	crate	2	7	92
u1tdc94	crate	2	7	93
u1tdc95	crate	2	7	94
u1tdc96	crate	2	7	95
u1tdc97	crate	2	8	0
u1tdc98	crate	2	8	1
u1tdc99	crate	2	8	2
u1tdc100	crate	2	8	3
u1tdc101	crate	2	8	4
u1tdc102	crate	2	8	5
u1tdc103	crate	2	8	6
u1tdc104	crate	2	8	7
u1tdc105	crate	2	8	8
u1tdc106	crate	2	8	9
u1tdc107	crate	2	8	10
u1tdc108	crate	2	8	11
u1tdc109	crate	2	8	12
u1tdc110	crate	2	8	13
u1tdc111	crate	2	8	14
u1tdc112	crate	2	8	15
u1tdc113	crate	2	8	16
u1tdc114	crate	2	8	17
u1tdc115	crate	2	8	18
u1tdc116	crate	2	8	19
u1tdc117	crate	2	8	20
u1tdc118	crate	2	8	21
u1tdc119	crate	2	8	22
u1tdc120	crate	2	8	23
u1tdc121	crate	2	8	24
u1tdc122	crate	2	8	25
u1tdc123	crate	2	8	26
u1tdc124	crate	2	8	27
u1tdc125	crate	2	8	28
u1tdc126	crate	2	8	29
u1tdc127	crate	2	8	30
u1tdc128	crate	2	8	31
u1tdc129	crate	2	8	32
u1tdc130	crate	2	8	33
u1tdc131	crate	2	8	34
u1tdc132	crate	2	8	35
u1tdc133	crate	2	8	36
u1tdc134	crate	2	8	37
u1tdc135	crate	2	8	38
u1tdc136	crate	2	8	39
u1tdc137	crate	2	8	40
u1tdc138	crate	2	8	41
u1tdc139	crate	2	8	42
u1tdc140	crate	2	8	43
u1tdc141	crate	2	8	44
u1tdc142	crate	2	8	45
u1tdc143	crate	2	8	46
u1tdc144	crate	2	8	47
u1tdc145	crate	2	8	48
u1tdc146	crate	2	8	49
u1tdc147	crate	2	8	50
u1tdc148	crate	2	8	51
u1tdc149	crate	2	8	52
u1tdc150	crate	2	8	53
u1tdc151	crate	2	8	54
u1tdc152	crate	2	8	55
u1tdc153	crate	2	8	56
u1tdc154	crate	2	8	57
u1tdc155	crate	2	8	58
u1tdc156	crate	2	8	59
u1tdc157	crate	2	8	60
u1tdc158	crate	2	8	61
u1tdc159	crate	2	8	62
u1tdc160	crate	2	8	63
u1tdc161	crate	2	8	64
u1tdc162	crate	2	8	65
u1tdc163	crate	2	8	66
u1tdc164	crate	2	8	67
u1tdc165	crate	2	8	68
u1tdc166	crate	2	8	69
u1tdc167	crate	2	8	70
u1tdc168	crate	2	8	71
u1tdc169	crate	2	8	72
u1tdc170	crate	2	8	73
u1tdc171	crate	2	8	74
u1tdc172	crate	2	8	75
u1tdc173	crate	2	8	76
u1tdc174	crate	2	8	77
u1tdc175	crate	2	8	78
u1tdc176	crate	2	8	79
u1tdc177	crate	2	8	80
u1tdc178	crate	2	8	81
u1tdc179	crate	2	8	82
u1tdc180	crate	2	8	83
u1tdc181	crate	2	8	84
u1tdc182	crate	2	8	85
u1tdc183	crate	2	8	86
u1tdc184	crate	2	8	87
u1tdc185	crate	2	8	88
u1tdc186	crate	2	8	89
u1tdc187	crate	2	8	90
u1tdc188	crate	2	8	91
u1tdc189	crate	2	8	92
u1tdc190	crate	2	8	93
u1tdc191	crate	2	8	94
u1tdc192	crate	2	8	95
u1tdc193	crate	2	9	0
u1tdc194	crate	2	9	1
u1tdc195	crate	2	9	2
u1tdc196	crate	2	9	3
u1tdc197	crate	2	9	4
u1tdc198	crate	2	9	5
u1tdc199	crate	2	9	6
u1tdc200	crate	2	9	7
u1tdc201	crate	2	9	8
u1tdc202	crate	2	9	9
u1tdc203	crate	2	9	10
u1tdc204	crate	2	9	11
u1tdc205	crate	2	9	12
u1tdc206	crate	2	9	13
u1tdc207	crate	2	9	14
u1tdc208	crate	2	9	15
u1tdc209	crate	2	9	16
u1tdc210	crate	2	9	17
u1tdc211	crate	2	9	18
u1tdc212	crate	2	9	19
u1tdc213	crate	2	9	20
u1tdc214	crate	2	9	21
u1tdc215	crate	2	9	22
u1tdc216	crate	2	9	23
u1tdc217	crate	2	9	24
u1tdc218	crate	2	9	25
u1tdc219	crate	2	9	26
u1tdc220	crate	2	9	27
u1tdc221	crate	2	9	28
u1tdc222	crate	2	9	29
u1tdc223	crate	2	9	30
u1tdc224	crate	2	9	31
u1tdc225	crate	2	9	32
u1tdc226	crate	2	9	33
u1tdc227	crate	2	9	34
u1tdc228	crate	2	9	35
u1tdc229	crate	2	9	36
u1tdc230	crate	2	9	37
u1tdc231	crate	2	9	38
u1tdc232	crate	2	9	39
u1tdc233	crate	2	9	40
u1tdc234	crate	2	9	41
u1tdc235	crate	2	9	42
u1tdc236	crate	2	9	43
u1tdc237	crate	2	9	44
u1tdc238	crate	2	9	45
u1tdc239	crate	2	9	46
u1tdc240	crate	2	9	47
u1tdc241	crate	2	9	48
u1tdc242	crate	2	9	49
u1tdc243	crate	2	9	50
u1tdc244	crate	2	9	51
u1tdc245	crate	2	9	52
u1tdc246	crate	2	9	53
u1tdc247	crate	2	9	54
u1tdc248	crate	2	9	55
u1tdc249	crate	2	9	56
u1tdc250	crate	2	9	57
u1tdc251	crate	2	9	58
u1tdc252	crate	2	9	59
u1tdc253	crate	2	9	60
u1tdc254	crate	2	9	61
u1tdc255	crate	2	9	62
u1tdc256	crate	2	9	63
u1tdc257	crate	2	9	64
u1tdc258	crate	2	9	65
u1tdc259	crate	2	9	66
u1tdc260	crate	2	9	67
u1tdc261	crate	2	9	68
u1tdc262	crate	2	9	69
u1tdc263	crate	2	9	70
u1tdc264	crate	2	9	71
u1tdc265	crate	2	9	72
u1tdc266	crate	2	9	73
u1tdc267	crate	2	9	74
u1tdc268	crate	2	9	75
u1tdc269	crate	2	9	76
u1tdc270	crate	2	9	77
u1tdc271	crate	2	9	78
u1tdc272	crate	2	9	79
u1tdc273	crate	2	9	80
u1tdc274	crate	2	9	81
u1tdc275	crate	2	9	82
u1tdc276	crate	2	9	83
u1tdc277	crate	2	9	84
u1tdc278	crate	2	9	85
u1tdc279	crate	2	9	86
u1tdc280	crate	2	9	87
u1tdc281	crate	2	9	88
u1tdc282	crate	2	9	89
u1tdc283	crate	2	9	90
u1tdc284	crate	2	9	91
u1tdc285	crate	2	9	92
u1tdc286	crate	2	9	93
u1tdc287	crate	2	9	94
u1tdc288	crate	2	9	95
u1tdc289	crate	2	10	0
u1tdc290	crate	2	10	1
u1tdc291	crate	2	10	2
u1tdc292	crate	2	10	3
u1tdc293	crate	2	10	4
u1tdc294	crate	2	10	5
u1tdc295	crate	2	10	6
u1tdc296	crate	2	10	7
u1tdc297	crate	2	10	8
u1tdc298	crate	2	10	9
u1tdc299	crate	2	10	10
u1tdc300	crate	2	10	11
u1tdc301	crate	2	10	12
u1tdc302	crate	2	10	13
u1tdc303	crate	2	10	14
u1tdc304	crate	2	10	15
u1tdc305	crate	2	10	16
u1tdc306	crate	2	10	17
u1tdc307	crate	2	10	18
u1tdc308	crate	2	10	19
u1tdc309	crate	2	10	20
u1tdc310	crate	2	10	21
u1tdc311	crate	2	10	22
u1tdc312	crate	2	10	23
u1tdc313	crate	2	10	24
u1tdc314	crate	2	10	25
u1tdc315	crate	2	10	26
u1tdc316	crate	2	10	27
u1tdc317	crate	2	10	28
u1tdc318	crate	2	10	29
u1tdc319	crate	2	10	30
u1tdc320	crate	2	10	31
u1tdc321	crate	2	10	32
u1tdc322	crate	2	10	33
u1tdc323	crate	2	10	34
u1tdc324	crate	2	10	35
u1tdc325	crate	2	10	36
u1tdc326	crate	2	10	37
u1tdc327	crate	2	10	38
u1tdc328	crate	2	10	39
u1tdc329	crate	2	10	40
u1tdc330	crate	2	10	41
u1tdc331	crate	2	10	42
u1tdc332	crate	2	10	43
u1tdc333	crate	2	10	44
u1tdc334	crate	2	10	45
u1tdc335	crate	2	10	46
u1tdc336	crate	2	10	47
u1tdc337	crate	2	10	48
u1tdc338	crate	2	10	49
u1tdc339	crate	2	10	50
u1tdc340	crate	2	10	51
u1tdc341	crate	2	10	52
u1tdc342	crate	2	10	53
